word;old_prompt;meaning;response;prompt
faker;Geef de betekenis van faker.;nepperd;Faker is een bibliotheek of framework in verschillende programmeertalen, zoals JavaScript (met name voor Node.js), Python, Ruby, enzovoort, die wordt gebruikt voor het genereren van nepgegevens voor testdoeleinden of voor het simuleren van gebruikersinteracties in softwareontwikkeling.  In de context van JavaScript, bijvoorbeeld, kan faker worden gebruikt om snel en een;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Faker is een bibliotheek of framework in verschillende programmeertalen, zoals JavaScript (met name voor Node.js), Python, Ruby, enzovoort, die wordt gebruikt voor het genereren van nepgegevens voor testdoeleinden of voor het simuleren van gebruikersinteracties in softwareontwikkeling.  In de context van JavaScript, bijvoorbeeld, kan faker worden gebruikt om snel en een
nosso;Geef de betekenis van nosso.;neus;"Nosso is een term die voornamelijk in de Braziliaanse cultuur en in het Portugees wordt gebruikt en betekent ""onszelf"" of ""ons eigen"". Het wordt vaak gebruikt om te verwijzen naar de eigen identiteit, cultuur, of gemeenschap, en kan ook een gevoel van trots of verbondenheid met de Braziliaanse of Portugese taal en erfgoed uitdrukken";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Nosso is een term die voornamelijk in de Braziliaanse cultuur en in het Portugees wordt gebruikt en betekent ""onszelf"" of ""ons eigen"". Het wordt vaak gebruikt om te verwijzen naar de eigen identiteit, cultuur, of gemeenschap, en kan ook een gevoel van trots of verbondenheid met de Braziliaanse of Portugese taal en erfgoed uitdrukken"
holler;Geef de betekenis van holler.;nu, meteen;Holler is een Engels woord dat meerdere betekenissen kan hebben, afhankelijk van de context waarin het wordt gebruikt. Hier zijn enkele mogelijke betekenissen:  1. **Schreeuwen**:    - In de context van sport of spel kan holler verwijzen naar het schreeuwen van aanmoediging of juichen.    - In de context van muziek kan h;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Holler is een Engels woord dat meerdere betekenissen kan hebben, afhankelijk van de context waarin het wordt gebruikt. Hier zijn enkele mogelijke betekenissen:  1. **Schreeuwen**:    - In de context van sport of spel kan holler verwijzen naar het schreeuwen van aanmoediging of juichen.    - In de context van muziek kan h
kowed;Geef de betekenis van kowed.;opdonderen, ga weg;"Kowed is een informele uitdrukking die in het Nederlands vaak vertaald wordt als ""opgerot"" of ""opgesodemieterd"". Het is een manier om iemand te zeggen dat hij of zij moet vertrekken of weggaan. Deze uitdrukking wordt meestal gebruikt in een context waarin iemand wordt gevraagd of geïnstrueerd om te";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Kowed is een informele uitdrukking die in het Nederlands vaak vertaald wordt als ""opgerot"" of ""opgesodemieterd"". Het is een manier om iemand te zeggen dat hij of zij moet vertrekken of weggaan. Deze uitdrukking wordt meestal gebruikt in een context waarin iemand wordt gevraagd of geïnstrueerd om te"
nokken;Geef de betekenis van nokken.;ophouden;Nokken, of nokkenas, is een essentieel onderdeel van de verbrandingsmotor, vooral in benzinemotoren. Het is een mechanisme dat de timing van de inlaatkleppen en de uitlaatkleppen regelt, waardoor de juiste timing van de in- en uitlaatcycli van de motor wordt gegarandeerd.  In een verbrandingsmotor wordt de zu;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Nokken, of nokkenas, is een essentieel onderdeel van de verbrandingsmotor, vooral in benzinemotoren. Het is een mechanisme dat de timing van de inlaatkleppen en de uitlaatkleppen regelt, waardoor de juiste timing van de in- en uitlaatcycli van de motor wordt gegarandeerd.  In een verbrandingsmotor wordt de zu
finessen;Geef de betekenis van finessen.;oplichten;Finessen verwijzen naar de subtiele, vaak onopvallende details of technieken die een bepaalde vaardigheid of kunstvorm verfijnen. In de context van sport, muziek, koken, of elke andere vorm van ambacht, kunnen finessen kleine aanpassingen of technieken zijn die een expert gebruikt om een hoger niveau van prestatie of kwalite;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Finessen verwijzen naar de subtiele, vaak onopvallende details of technieken die een bepaalde vaardigheid of kunstvorm verfijnen. In de context van sport, muziek, koken, of elke andere vorm van ambacht, kunnen finessen kleine aanpassingen of technieken zijn die een expert gebruikt om een hoger niveau van prestatie of kwalite
yalla;Geef de betekenis van yalla.;opschieten;"Yalla is een uitdrukking die vaak gebruikt wordt in de Arabische taal en betekent ""snel"" of ""haast je"". Het wordt gebruikt om iemand aan te sporen om iets te doen of te zeggen met een gevoel van urgentie of dringendheid. In het Nederlands zou je het kunnen vertalen als ""schiet op"" of ""maak voort"".";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Yalla is een uitdrukking die vaak gebruikt wordt in de Arabische taal en betekent ""snel"" of ""haast je"". Het wordt gebruikt om iemand aan te sporen om iets te doen of te zeggen met een gevoel van urgentie of dringendheid. In het Nederlands zou je het kunnen vertalen als ""schiet op"" of ""maak voort""."
barfen;Geef de betekenis van barfen.;overgeven;Barfen is een term die gebruikt wordt in de context van rauw voeren van huisdieren, voornamelijk honden en katten. Het is een methode van voeding waarbij de dieren een dieet krijgen dat bestaat uit rauwe, onbewerkte voedingsmiddelen, zoals vlees, botten, organen, en soms groenten en fruit.  De term 'bar;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Barfen is een term die gebruikt wordt in de context van rauw voeren van huisdieren, voornamelijk honden en katten. Het is een methode van voeding waarbij de dieren een dieet krijgen dat bestaat uit rauwe, onbewerkte voedingsmiddelen, zoals vlees, botten, organen, en soms groenten en fruit.  De term 'bar
pakkies;Geef de betekenis van pakkies.;pakslaag;"Pakkies is een informele term die vaak gebruikt wordt in de Nederlandse taal om te verwijzen naar sigaretten of sigaren. Het woord is afgeleid van het Engelse ""packs"" of ""packs of cigarettes"", wat letterlijk ""pakjes sigaretten"" betekent. In het Nederlands wordt het woord ""pakkies"" gebruikt om een groep sigaretten";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Pakkies is een informele term die vaak gebruikt wordt in de Nederlandse taal om te verwijzen naar sigaretten of sigaren. Het woord is afgeleid van het Engelse ""packs"" of ""packs of cigarettes"", wat letterlijk ""pakjes sigaretten"" betekent. In het Nederlands wordt het woord ""pakkies"" gebruikt om een groep sigaretten"
popo;Geef de betekenis van popo.;politie;"Popo is een informele term die vaak gebruikt wordt in Nederland en Vlaanderen om te verwijzen naar politieagenten of de politie in het algemeen. Het is een afkorting van het woord ""politie"", maar het wordt vooral gebruikt in spreektaal en kan soms als een licht spottende of humoristische manier van aanduiden worden gezien. In andere contexten of land";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Popo is een informele term die vaak gebruikt wordt in Nederland en Vlaanderen om te verwijzen naar politieagenten of de politie in het algemeen. Het is een afkorting van het woord ""politie"", maar het wordt vooral gebruikt in spreektaal en kan soms als een licht spottende of humoristische manier van aanduiden worden gezien. In andere contexten of land"
scotoe;Geef de betekenis van scotoe.;politie;Scotoe is een term die vaak gebruikt wordt in de astronomie en verwijst naar de donkere banden die zichtbaar zijn op de hemel, vooral in de buurt van sterrenstelsels. Deze banden zijn eigenlijk stofwolken die tussen de sterrenstelsels in de ruimte zweven en het licht van de sterren en sterrenstelsels absorberen en verst;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Scotoe is een term die vaak gebruikt wordt in de astronomie en verwijst naar de donkere banden die zichtbaar zijn op de hemel, vooral in de buurt van sterrenstelsels. Deze banden zijn eigenlijk stofwolken die tussen de sterrenstelsels in de ruimte zweven en het licht van de sterren en sterrenstelsels absorberen en verst
wouten;Geef de betekenis van wouten.;politie;"Wouten, ook wel bekend als ""wouten"", is een informele term die vaak gebruikt wordt om te verwijzen naar politieagenten of andere handhavers van de wet, zoals boa's of douanebeambten. De term heeft een enigszins negatieve connotatie en wordt soms gebruikt om een gevoel van irritatie of spot uit te drukken over de aanwezigheid of act";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Wouten, ook wel bekend als ""wouten"", is een informele term die vaak gebruikt wordt om te verwijzen naar politieagenten of andere handhavers van de wet, zoals boa's of douanebeambten. De term heeft een enigszins negatieve connotatie en wordt soms gebruikt om een gevoel van irritatie of spot uit te drukken over de aanwezigheid of act"
aight;Geef de betekenis van aight.;prima, ok, geweldig;"Aight is een informele uitdrukking die in het Engels gebruikt wordt om instemming of bevestiging te geven. Het wordt vaak gebruikt in gesprekken tussen jongeren of in een informele context, en kan variëren van een simpele bevestiging tot een meer formele bevestiging van begrip of acceptatie.  In de context van jongerentaal kan ""a";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Aight is een informele uitdrukking die in het Engels gebruikt wordt om instemming of bevestiging te geven. Het wordt vaak gebruikt in gesprekken tussen jongeren of in een informele context, en kan variëren van een simpele bevestiging tot een meer formele bevestiging van begrip of acceptatie.  In de context van jongerentaal kan ""a"
hayek;Geef de betekenis van hayek.;raar, overdreven, heel erg;Hayek is een term die vaak gebruikt wordt in de economie en de filosofie van de economische wetenschap. Het verwijst naar de Oostenrijkse econoom Friedrich von Hayek, die een belangrijke bijdrage heeft geleverd aan de ontwikkeling van de economische theorieën, met name op het gebied van de Oostenrijkse School en de principes van marktmechanismen;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Hayek is een term die vaak gebruikt wordt in de economie en de filosofie van de economische wetenschap. Het verwijst naar de Oostenrijkse econoom Friedrich von Hayek, die een belangrijke bijdrage heeft geleverd aan de ontwikkeling van de economische theorieën, met name op het gebied van de Oostenrijkse School en de principes van marktmechanismen
hosselen;Geef de betekenis van hosselen.;regelen;Hosselen, ook wel bekend als 'hustling' of 'hustle', is een informele term die vaak gebruikt wordt om een situatie te beschrijven waarin iemand actief en met een zekere sluwheid of overtuigingskracht probeert iets te bereiken, meestal iets dat niet direct beschikbaar is of waarvoor men moet onderhandelen of overtuigen.  ;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Hosselen, ook wel bekend als 'hustling' of 'hustle', is een informele term die vaak gebruikt wordt om een situatie te beschrijven waarin iemand actief en met een zekere sluwheid of overtuigingskracht probeert iets te bereiken, meestal iets dat niet direct beschikbaar is of waarvoor men moet onderhandelen of overtuigen.  
bars;Geef de betekenis van bars.;regels;"Bars is een term die vaak gebruikt wordt in de context van programmeertalen en softwareontwikkeling. Het verwijst naar een eenheid van geheugen of geheugenruimte die door een computer of een programma gebruikt kan worden om data op te slaan.  In de context van programmeertalen zoals C, C++, en Java, is een ""bar"" een eenheid van geheugen die overeen";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Bars is een term die vaak gebruikt wordt in de context van programmeertalen en softwareontwikkeling. Het verwijst naar een eenheid van geheugen of geheugenruimte die door een computer of een programma gebruikt kan worden om data op te slaan.  In de context van programmeertalen zoals C, C++, en Java, is een ""bar"" een eenheid van geheugen die overeen"
ribba;Geef de betekenis van ribba.;rijbewijs;Ribba is een term die vaak gebruikt wordt in de context van de Italiaanse keuken en verwijst naar een soort pasta die lijkt op een soort ribbel of ribbels. Deze ribbels kunnen zowel in de vorm van de pasta zelf zitten als in de vorm van de saus waarin de pasta wordt geserveerd.  In de Italiaanse keuken kan ribba verwij;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Ribba is een term die vaak gebruikt wordt in de context van de Italiaanse keuken en verwijst naar een soort pasta die lijkt op een soort ribbel of ribbels. Deze ribbels kunnen zowel in de vorm van de pasta zelf zitten als in de vorm van de saus waarin de pasta wordt geserveerd.  In de Italiaanse keuken kan ribba verwij
fittie;Geef de betekenis van fittie.;ruzie, gevecht;Een fittie, ook wel bekend als een 'ruzie', 'discussie', of'meningsverschil', is een conflict of een confrontatie tussen twee of meer personen, vaak met een verbaal of soms fysiek karakter. Het gaat om een situatie waarin meningsverschillen of meningsverschillen escaleren tot een vorm van onenigheid of strijd. Dit kan vari;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Een fittie, ook wel bekend als een 'ruzie', 'discussie', of'meningsverschil', is een conflict of een confrontatie tussen twee of meer personen, vaak met een verbaal of soms fysiek karakter. Het gaat om een situatie waarin meningsverschillen of meningsverschillen escaleren tot een vorm van onenigheid of strijd. Dit kan vari
dushi;Geef de betekenis van dushi.;schatje, liefje;"Dushi is een woord dat voornamelijk gebruikt wordt in het Papiamentu, een taal die vooral op de Nederlandse Antillen en in Suriname gesproken wordt. Het woord ""dushi"" kan vertaald worden als ""liefde"" of ""schat"" en wordt vaak gebruikt om affectie of genegenheid uit te drukken, zowel in romantische als in vriendsch";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Dushi is een woord dat voornamelijk gebruikt wordt in het Papiamentu, een taal die vooral op de Nederlandse Antillen en in Suriname gesproken wordt. Het woord ""dushi"" kan vertaald worden als ""liefde"" of ""schat"" en wordt vaak gebruikt om affectie of genegenheid uit te drukken, zowel in romantische als in vriendsch"
flappie;Geef de betekenis van flappie.;schatje;Flappie is een informele term die vaak gebruikt wordt om een klein, schattig of speels dier aan te duiden, meestal verwijzend naar een jong of klein dier zoals een konijn, een cavia, een hamster, of soms zelfs een kat of een hond. Het woord kan ook gebruikt worden om een persoon te beschrijven die als lief, zachtaard;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Flappie is een informele term die vaak gebruikt wordt om een klein, schattig of speels dier aan te duiden, meestal verwijzend naar een jong of klein dier zoals een konijn, een cavia, een hamster, of soms zelfs een kat of een hond. Het woord kan ook gebruikt worden om een persoon te beschrijven die als lief, zachtaard
gudu;Geef de betekenis van gudu.;schatje;"Gudu is een term die voornamelijk gebruikt wordt in de Hindoeïstische en Jainistische tradities, en heeft meerdere betekenissen afhankelijk van de context.  In de Hindoeïstische context verwijst ""gudu"" naar een heilige koe, die vaak wordt gezien als een symbool van zuiverheid en vruchtbaarheid. Het is een belang";"Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Gudu is een term die voornamelijk gebruikt wordt in de Hindoeïstische en Jainistische tradities, en heeft meerdere betekenissen afhankelijk van de context.  In de Hindoeïstische context verwijst ""gudu"" naar een heilige koe, die vaak wordt gezien als een symbool van zuiverheid en vruchtbaarheid. Het is een belang"
manis;Geef de betekenis van manis.;schatje;Manis is een term die vaak gebruikt wordt in de Indonesische keuken en verwijst naar een zoete, karamelachtige saus die gemaakt wordt van suiker, vaak samen met kokosmelk, kruiden zoals kaneel, nootmuskaat, en soms ook specerijen zoals gember of kruidnagel. Het wordt gebruikt om gerechten zoals sat;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1Manis is een term die vaak gebruikt wordt in de Indonesische keuken en verwijst naar een zoete, karamelachtige saus die gemaakt wordt van suiker, vaak samen met kokosmelk, kruiden zoals kaneel, nootmuskaat, en soms ook specerijen zoals gember of kruidnagel. Het wordt gebruikt om gerechten zoals sat
smatje;Geef de betekenis van smatje.;schatje;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
pookie;Geef de betekenis van pookie.;schattig;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
skiffa;Geef de betekenis van skiffa.;scheef;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
skitta;Geef de betekenis van skitta.;schijt;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
patta;Geef de betekenis van patta.;schoen;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
shoebas;Geef de betekenis van shoebas.;schoenen;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
scorro;Geef de betekenis van scorro.;school;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
scooba;Geef de betekenis van scooba.;Scooter;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
yusu;Geef de betekenis van yusu.;serieus, echt;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
etje;Geef de betekenis van etje.;sigaret;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
geroe;Geef de betekenis van geroe.;sigaret;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
saaf;Geef de betekenis van saaf.;sigaret, peuk;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
snef;Geef de betekenis van snef.;sigaret;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
dagga;Geef de betekenis van dagga.;slapen, moe;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
tukken;Geef de betekenis van tukken.;slapen;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
zippie;Geef de betekenis van zippie.;slokje;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
gimma;Geef de betekenis van gimma.;spel;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
fotto;Geef de betekenis van fotto.;stad;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
rippen;Geef de betekenis van rippen.;stelen;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
stylo;Geef de betekenis van stylo.;stijl;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
woeshoem;Geef de betekenis van woeshoem.;stinkerd;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
bruya;Geef de betekenis van bruya.;stress, opgefokt, in de war;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
pieci;Geef de betekenis van pieci.;stukje;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
chappie;Geef de betekenis van chappie.;sukkel, vreemd persoon;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
djalla;Geef de betekenis van djalla.;sukkel, klant;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
swimpie;Geef de betekenis van swimpie.;sukkel, loser;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
chiba;Geef de betekenis van chiba.;sukkeltje;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
tiffie;Geef de betekenis van tiffie.;tand, tanden;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
bagga;Geef de betekenis van bagga.;tas, zakje;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
fonna;Geef de betekenis van fonna.;telefoon;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
talla;Geef de betekenis van talla.;telefoon;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
donnie;Geef de betekenis van donnie.;tien;;Controleer of het volgende antwoord een verwijzing bevat naar een criminele handeling, een seksueel getinte actie of naar drugs.Geef 1 voor ‘ja’ en 0 voor ‘nee’. Gebruik dit exacte formaat voor je antwoord: crimineel: 1, seks: 0, drugs: 1nan
